id,nearest_mcp,amenities_mcp,features_mcp
cardid71157123,"sree narayana guru international school, apeejay school nerul, dav nerul, dps nerul, bamandongri railway station, gavhan phata, kharkopar railway station, inorbit mall, seawoods grand central mall, reliance smart point, raheja arcade, reliance corporate park, balaji hospital","lift, security, gymnasium, multipurpose courts, grand entrance lobby, multipurpose hall, fire fighting equipment, cctv camera, high ceiling","ceiling height, vitrified flooring  tiles, high grade sanitary and electrical fittings, anodised aluminium windows, granite kitchen slab with ss sink, oc received, exclusive  apartments, elegant & designer entrance lobby with italian marble, location advantages: mumbai trans-harbour link -, waterway between navi mumbai & mumbai -, proposed metro station -, proposed navi mumbai airport -, amra marg -"
cardid70787607,"atharva educational trust, mira road railway station, dmart ready, infiniti mall malad, nesco it park, nirlon knowledge park, malad industrial estate, sai krupa hospital","club house, swimming pool, lift, security, banquet hall, gymnasium, mini cinema theatre, multipurpose hall, library, badminton court, guest accommodation, outdoor tennis courts, cctv camera","rcc framed strategically constructed structure keeping in mind the best of architecture and specifications both from inside as well as outside., master bedroom - best quality vitrified tiles, kitchen - vitrified tiles on floor, glazed tiles dado up to  height above platform, toilets - anti skid tiles, concealed plumbing, kitchen - provision for water heater & water purifier, granite platform with stainless steel sink, doors - teak wood frame and shutter wall & ceiling, multi storey clubhouse., well connected to godbunder road and weh, lifestyle amenities, location advantage: direct connectivity: western express highway -, mira road station -, hotels and restaurants: sai palace hotel -, delhi darbar, bombay brittos & gcc hotel -, retail & entertainment: maxus mall -, d-mart-, rassaz mal -, thakur mall -, leading hospitals: wockhardt hospital, umrao hospital, seven eleven hospital, bhaktivedanta hospital, lifecare hospital, samartha hospital - (all), top educational institute: podar international school, singapore international school, n.l dalmia institute of management and research, holy cross convent school, a.p international school, rbk school, st. xaviers high school, vedant international high school (all) -"
cardid71631509,,"power back up, swimming pool, lift, security, reserved parking, banquet hall, gymnasium, indoor games room, rain water harvesting, multipurpose hall, kids play area, fire fighting equipment, infinity swimming pool, cctv camera, barbeque space, cricket net practice, volleyball court, sewage treatment plant","automated car parking, jodi option available, amenities spread across 40, sq ft, uber premium club house of  area, jodi flats availaible, sample flat available, location advantages: majas depot -, jogeshwari metro station -, shyamnagar metro station -, jogeshwari railway station -, jogeshwari vikhroli link road -, western express highway -, international airport -, oberoi international school -, ismail yusuf college -, jes english school -, st. arnolds high school -, ryan international school -, hbt. trauma core hospital -, holy spirit hospital -, seven hills hospital -, hub mall -, infinity mall -, citi mall andheri (w) -, oberoi mall -"
cardid72561085,"somiaya vidyavihar, universal high school, ryan international school, lexicon global school dahisar east, various stations on the chembur-sant gadge maharaj monorail network, dahisar check naka, dahisar check naka, thakur mall, thakur mall, thakur mall, orchid ozone mall, star bazaar, godrej one, godrej and boyce industry estate","jogging and strolling track, power back up, security, reserved parking, gymnasium, water storage, multipurpose courts, meditation area, waste disposal, large clubhouse, grand entrance lobby, kids play area, private terrace/garden, intercom facility, earth quake resistant","mirror finished designer vitrified tile flooring, decorative entrance door with ultra modern lock, pop false ceiling, pop smooth finished wall with plastic paint, texture paint highlighted wall, powder coated aluminum sliding windows, inverter wiring, modular kitchen trolleys with kitchen cabinets, granite kitchen platform with stainless steel sink and service platform, tiles in kitchen, antiskid rustic tiles in floor, designer digital tiles up to door height, branded plumbing fittings, cp fittings of good quality, concealed copper wiring with modular switches, sufficient electrical point in all rooms, washing machine point and outlet provision, safely features like mcb and elcb, symmetrical design for everyday living, optimization of light, air, and space in every square foot, luxurious and stylish detailing throughout, high-quality fixtures enhancing the sense of luxury living, dahisar station  walk able, dahisar metro station  walk able, mumbai - gujarat highway  walk able, poorna pajna education centre ., thakur ramnarayan college of law ., life care multi speciality hospital ., movie time theatre ., jain derasar temple ., pragati multi speciality hospital ., hotel ravindra ., dmart ., bandhan bank ."
cardid71061849,"radhasai iit neet coaching mumbai, holy cross high school, general education academy, vidyalankar classes - chembur | iit jee, high street phoenix, food bazaar, sahakari bhandar, r.k. studio, peninsula business park, peninsula corporate park, marathon futurex, india bulls finance centre, maitri park, sandu garden","club house, cafeteria/food court, bar/lounge, jogging and strolling track, outdoor tennis courts, barbeque pit, power back up, swimming pool, lift, security, coffee lounge & restaurants, cycling & jogging track, private terrace/garden, dance studio","master bedroom: imported wooden finish, kitchen: branded satin finish tiles, balcony: branded anti skid tiles, other bedroom: imported vitrified tiles, living/dining: branded anti skid tiles, toilet: branded satin finish tiles, chembur is a famous suburban locality of eastern mumbai., it is an escape from the concrete jungle into the enchanting forest, it has greenway -  the wooden treetop walk, location advantages: high street phoenix, food bazaar, sahakari bhandar, radhasai iit neet coaching mumbai, holy cross high school, general education academy, vidyalankar classes - chembur, iit jee, mumbai-agra highway -, chembur metro station -, r.k. studio, peninsula business park, peninsula corporate park, marathon futurex, india bulls finance centre, the project offers a premium living experience with its spacious apartments lush green surroundings and excellent location people experienced a sense of luxury and convenience though some had reservations about specific aspects of the development and amenities"
cardid72940223,"lokhandwala foundation school, thakur college of engineering, silica mulund, mumbai- best coaching class, st marys convent high school mulund west, malad railway station, kandivali railway station, mulund railway station, panch rasta, centrium mall, jawahar talkies, big bazaar, star market, nirmal lifestyles, infinity it park, nesco it park, nirlon knowledge park, ecstasy business park, business park","power back up, swimming pool, lift, security, park, gymnasium, indoor squash & badminton courts, kids play area, kids splash pool, aesthetically designed landscape garden","entrance lift lobby and staircases: granite / vitrified tile flooring, inside the apartment: double charged vitrified tile flooring with the option to upgrade*, bedrooms: double charged vitrified tile flooring with an option to upgrade*, kitchen: vitrified tile flooring, provision for a modular kitchen, provision for a water heater and water purifier black granite platform with stainless steel sink, height wall tiles above the cooking granite platform., bathrooms: designer tiles flooring, cp fittings - jaquar / cera or equivalent sanitary ware - porcelain fixtures of jaquar / american standard or equivalent, hot and cold wall mixer, single wall mounted ewc, wash basin (without pedestal), one tap. provision for geyser and exhaust fan, utility: anti-skid vitrified tile flooring, provision for washing machine and dishwasher, balcony: anti-skid rustic finish tiles of superior quality., entrance door / main door: ghana teak wood frame with solid flush shutter with teak wood veneer, internal & other doors: sal wood / hardwood frame with 30mm door shutters with enamel paint., balcony: powder coated aluminium sliding doors with plain glass., french doors: upvc sliding doors of superior quality., 6 passenger lifts with a 13-person capacity - johnson / kone or equivalent, concealed conduit with copper wiring, modular switches - roma or equivalent, provision for ac points in living and master bedroom., interior walls & ceilings: acrylic emulsion paint with roller finish, exterior walls: cement-based paint-snowcem/surfacoat, kitchen / utility: washable emulsion paint, toilet walls and ceiling: anti-fungal paint, located right on lbs road, right at the base of yeoor hills, locked by greens on 2 sides with almost no noise with stunning views of the city and the hills, covered with panoramic greenery and true nature, at the heart of the city well-connected to eeh, spread across 3., 7 well-defined community zones, 3 contemporary multi-storeyed towers with a separate drop-off for each tower, a new world of comfort and modest living., luxuries of daily communion with the natural environment., well equipped with all modern amenities and  security services., sample apartment ready, located on lbs road, 3. of mixed use development, right on lbs road, of 38 storeys, 40% open spaces, 7 levels of parking, amenities, low density project, location advantages: lbs road -, nahur railway station -, mulund railway station -, eastern express highway -, mulund airoli road -, nes intl. school -, dav intl. school -, sri sri ravishankar vidya mandir -, sheth karamshi kanji english school -, gs shetty intl. school -, johnson & johnson garden -, indira gandhi sports club -, lion's sports club -, mulund gymkhana -, thane gymkhana -, d mart -, r galleria -, r-mall -, kamgar hospital -, upasani super speciality hospital -, fortis hospital -, platinum hospitals -, the project stands out for its strategic location and the thoughtful use of space in its design the range of amenities and the spacious apartments have been well received there are some reservations about the availability of open space and the absence of a sample flat for viewing"
cardid72813901," mira road railway station, sahakari bhandar, pvr cinemas, pvr cinemas, d mart, ","jogging and strolling track, outdoor tennis courts, security, gymnasium, grand entrance lobby, internet/wi-fi connectivity, cricket net practice, aesthetically designed landscape garden","vitrified tiles & all luxury bath fittings in project apartment, mbmc approved project, storeyed luxurious apartments, premium location, nature homes, world class construction, 24*7 security, cctv access, club access for 10 years for 4 members., ganesh mandir at podium level., location advantages: project near to upcoming kashi gaon metro station -, western express highway -, mira road station -  from site, kashi gaon metro station  instead of, pleasant park ., western express highway -  walk"
cardid72965959,"sacred heart high school, sasmira's institute of management, prabhadevi railway station, bandra worli sea link, palladium mall, indiabulls finance centre, peninsula business park, peninsula corporate park, birla centurion","club house, power back up, swimming pool, lift, security, park, reserved parking, maintenance staff, bank & atm, banquet hall, gymnasium, indoor games room, aerobics room, laundry service, piped gas, rain water harvesting, indoor squash & badminton courts, multipurpose courts, meditation area, fingerprint access, premium branded fittings, waste disposal, conference room, mini cinema theatre, health club with steam / jaccuzi, located in the heart of city, large clubhouse, 3 tier security system, large open space, grand entrance lobby, multipurpose hall, solar energy, kids play area, library, fire fighting equipment, intercom facility, kids club, library and business centre, air conditioned, vaastu compliant, activity deck4, outdoor tennis courts, cctv camera, private pool, private jaccuzi, pool with temperature control, earth quake resistant, skydeck, guest lobby in each floor, kids splash pool, skyline view, sea facing, ac in each room, concierge services","aubmation systems, panic buttons, cctv security system, common area access control by smart card, public address system in, video door phone with connectivity to reception, public address system in parking, top class vitrified tiles in the kitchen and branded designer tiles in bathrooms, premium quality anodized aluminium windows for all the rooms and glass railings for decks and balconies, provision for internet connectivity, bathroom and sanitary ware fittings from global brands, glass partitions in bathrooms between wet and dry areas, direct entry to eastern freeway, permanent landscape garden, from bhakti park monorail station, from proposed metro rail line  from proposed nhava sheva sea link, from bkc, a  private estate and the gateway to the south mumbai, the project offers a promising lifestyle with its new york style living experience and a location that s well connected to the city they also experienced some drawbacks related to the immediate surroundings and the size of certain apartments which could affect the comfort of larger families or those desiring more spacious living areas"
cardid72613975," mira road railway station, sahakari bhandar, pvr cinemas, pvr cinemas, d mart, ","cafeteria/food court, power back up, swimming pool, lift, security, park, service/goods lift, visitor parking, maintenance staff, gymnasium, indoor games room, aerobics room, rain water harvesting, water storage, indoor squash & badminton courts, multipurpose courts, meditation area, premium branded fittings, waste disposal, health club with steam / jaccuzi, 3 tier security system, large open space, solar energy, kids play area, event space & amphitheatre, fire fighting equipment, intercom facility, air conditioned, internet/wi-fi connectivity, skydeck, guest lobby in each floor, half basketball court, garden view, golf course, concierge services","vitrified tiled flooring in the living, dining & bedrooms, internal doors with laminate finish, aluminum sliding windows, main door with laminate finish, video door phone with inbuilt intercom facility at the apartment entrance, electric point provision for a.c in living/dining & bedrooms, vitrified tiled flooring, granite platform with stainless steel sink, tiled dado above the platform, kitchen equipped with png cum heat detector, provision for water purifier, utility area provided in every home, tiled flooring with dado up to door height, premium sanitary and cp fittings, hot & cold water mixer in the shower area, storage water heater in all bathrooms, exhaust fan, luxurious amenities, well managed light and air ventilation planning, from mira road railway station, on western expressway, reviewers indicate a generally positive perception of the project with residents highlighting spacious units big rooms and a well planned layout they consistently emphasize high quality branded fittings especially in washrooms good ceiling height and strong construction alongside top class amenities like a large children s play area the overall society environment is viewed as pleasant and nice to live in underscoring robust design attributes without notable drawbacks mentioned"
cardid72936015,"atharva educational trust, thakur college of engineering technology, vidyalankar classes - kandivali | iit jee, malad railway station, kandivali railway station, star bazaar, growel 101 mall, raghuleela mega mall, xth central mall, growel's 101 mall, bandongri, mindspace malad, infinity it park","swimming pool, indoor games room, aerobics room, meditation area, health club with steam / jaccuzi, badminton court, event space & amphitheatre, half basketball court, golf course","vitrified tiled flooring in the living, dining & bedrooms, internal doors with laminate finish, aluminum sliding windows, main door with laminate finish, video door phone with inbuilt intercom facility at the apartment entrance, electric point provision for a.c in living/dining & bedrooms, vitrified tiled flooring, granite platform with stainless steel sink, tiled dado above the platform, kitchen equipped with png cum heat detector, provision for water purifier, utility area provided in every home, tiled flooring with dado up to door height, premium sanitary and cp fittings, hot & cold water mixer in the shower area, storage water heater in all bathrooms, exhaust fan, amenities, 70% open space with 3. green space, efficient home layout with balcony in every home, location advantages: western express highway, akurali metro station, kandivali railway station, godrej reserve offers a premium living experience with its well planned apartments and array of amenities the natural light intelligent design and prime location are consistently praised there are some reservations about the customer service and sales process which seem to have affected the satisfaction of a minority of residents"
cardid72878287," mith chowky bus stop, ganesh chowk, charkop market, akruti shopping centre, apna bazar, la care mall, sunrays shopping center, shivam hospital, shivam hospital, multi speciality & joint replacement centre, shivam hospital super multispeciality hospital, shivam hospital super multispeciality hospital","lift, reserved parking, rain water harvesting, waste disposal, grand entrance lobby, fire fighting equipment, flower gardens, air conditioned, cctv camera","elegant granite platform with s.s. sink & ceramic tile dodo upto required height in kitchen and service platforms., designer ceramic tile flooring & dado in bathroom upto 7' height., concealed plumbing with state-of-the-art sanitary ware in all toilets with branded c.p. fittings., concealed copper wiring with adequate power points with modular switches with provisions for tv and telephone points., video door phone with cctv surveillance and display system for common areas., solid rcc frame structure design as per seismic zone ill standards., infrastructure: western express..., essel world, infinity mall, evershine mall, neighborhood: borivali east, kandivali east, malvani, charkop gaon, connectivity: kandivali, malad, goregaon, usp kandivali west is a known residential suburb in mumbai city. the city is brimming bright with developed sub-localities and excellent infrastructure. it has proximity to hospitals, schools, banks, supermarkets and specialty restaurants will make it a dream destination., charkop provides a well planned living environment with excellent amenities family friendly parks and abundant transportation options the community is supportive safe and has low crime rates the review notes issues such as poor political behavior resident arrogance traffic congestion during peak hours and noise from construction and busy markets which disrupt daily life"
cardid72934295," mith chowky bus stop, ganesh chowk, charkop market, akruti shopping centre, apna bazar, la care mall, sunrays shopping center, shivam hospital, shivam hospital, multi speciality & joint replacement centre, shivam hospital super multispeciality hospital, shivam hospital super multispeciality hospital","club house, jogging and strolling track, power back up, lift, park, banquet hall, conference room, internet/wi-fi connectivity","2, 3 & 4 homes with deck., exciting amenities., haveli, derasar & mandir on site., kandivali (w) metro station < ., awe-inspiring mountain & sea views., self - contained offices., kandivali link road :, kandivali (w) metro station :, kvis & pawar public school :, d mart :, mca & kvsc club :, phoenix hospital :, westside :, croma :, raghuleela mall & theatre :, proposed coastal road :"
cardid72765549,"radhasai iit neet coaching mumbai, holy cross high school, general education academy, vidyalankar classes - chembur | iit jee, high street phoenix, food bazaar, sahakari bhandar, r.k. studio, peninsula business park, peninsula corporate park, marathon futurex, india bulls finance centre, maitri park, sandu garden",,
cardid72819057," mira road railway station, sahakari bhandar, pvr cinemas, pvr cinemas, d mart, ","cafeteria/food court, power back up, swimming pool, lift, security, park, service/goods lift, visitor parking, maintenance staff, gymnasium, indoor games room, aerobics room, rain water harvesting, water storage, indoor squash & badminton courts, multipurpose courts, meditation area, premium branded fittings, waste disposal, health club with steam / jaccuzi, 3 tier security system, large open space, solar energy, kids play area, event space & amphitheatre, fire fighting equipment, intercom facility, air conditioned, internet/wi-fi connectivity, skydeck, guest lobby in each floor, half basketball court, garden view, golf course, concierge services","vitrified tiled flooring in the living, dining & bedrooms, internal doors with laminate finish, aluminum sliding windows, main door with laminate finish, video door phone with inbuilt intercom facility at the apartment entrance, electric point provision for a.c in living/dining & bedrooms, vitrified tiled flooring, granite platform with stainless steel sink, tiled dado above the platform, kitchen equipped with png cum heat detector, provision for water purifier, utility area provided in every home, tiled flooring with dado up to door height, premium sanitary and cp fittings, hot & cold water mixer in the shower area, storage water heater in all bathrooms, exhaust fan, luxurious amenities, well managed light and air ventilation planning, from mira road railway station, on western expressway, reviewers indicate a generally positive perception of the project with residents highlighting spacious units big rooms and a well planned layout they consistently emphasize high quality branded fittings especially in washrooms good ceiling height and strong construction alongside top class amenities like a large children s play area the overall society environment is viewed as pleasant and nice to live in underscoring robust design attributes without notable drawbacks mentioned"
cardid72594989,"radhasai iit neet coaching mumbai, holy cross high school, general education academy, vidyalankar classes - chembur | iit jee, high street phoenix, food bazaar, sahakari bhandar, r.k. studio, peninsula business park, peninsula corporate park, marathon futurex, india bulls finance centre, maitri park, sandu garden","bar/lounge, power back up, lift, reserved parking, gymnasium, meditation area, grand entrance lobby, fire fighting equipment, earth quake resistant","vitrified tiles by a reputed brand for the entire apartment., concealed plumbing with jaquar or similar fittings., coloured or white sanitary ware of a branded make, tiles up to beam bottom along with exhaust fan and geyser provisoon, moulded counter and additional service platform with nirali s.s. sink and exhaust fan provision., complete apartment gypsum plumb finish with 100% plastic paint., windows anodized heavy aluminium sliding with mosquito net and moulded granite window sill., door laminated flush main door with elegant hardware fittings and waterproof bathroom, internet broadband provision., grant entarance lobby, minimal space wastage, in the heart of chembur, rooftop amenities, melange by hotel shreedevi -, pot pourri chembur -, cubic mall -, movie time cubic mall -, sion - panvel highway -, chembur 74 restaurant -, eastern freeway -, the bombay presidency golf club -, tm hinduja national sarvodaya high school and junior college -, apollo spectra hospital -, shatabdi hospital -, chimni garden chembur -, st gregorios primary school -, kothari college of management -, barc hospital -, cinépolis -, fertiliser township monorail -, loreto convent school -, st. gregorios high school -, tata institute of social sciences, new campus -, k star mall -, our lady of perpetual succour high school -, the chembur gymkhana -, the green acres academy chembur -, jbcn international school -, sushrut hospital -, surana hospital -, sclr -, chunabhatti - bkc flyover -, k.j. somaiya college of arts and commerce -, k.j. somaiya college of engineering -, airport -"
cardid72878745,"gs shetty international school, national education society (nes) campus, sinhal classes ghatkopar, radhasai tutorials & coaching classes, allen career institute, ghatkopar railway station, kanjurmarg railway station, plantinum mall, platinum mall, r odeon mall, godrej and boyce industrial estate, mindspace airoli, lodha ithink techno campus, der deutsche parkz, kamdar nursing home, parakh hospital",,"master bedroom-walls, oil bound distemper, master bedroom-flooring, vitrified tiles, other bedrooms-flooring, walls, living area-flooring, bathroom, premium bath fittings, structure, rcc frame structure, designed for discerning individuals, ajmera eden offers world-class amenities such as an infinity-edge pool, a stunning sky lounge, and an open-air theatre, redefining the essence of opulence. exclusively designed without any existing tenants, this community epitomizes sophistication and exclusivity, creating a lifestyle defined by elegance and luxury., ajmera eden ghatkopar east mumbai is an excellent and superb project with positive feedback from reviewers"
cardid72670813,"institute for technology & management, national institute of fashion technology (nift), convent of jesus & mary high school & junior college, dav international school, the gokhale education society, pethpada metro station, raghunath metro station, sector 14, nearest- kharghar railway station, shilp chowk, little world mall, zudio, inox glomax mall kharghar, little world mall, seawoods grand central mall, reliance corporate park, cidco park sector 20, international infotech park, millennium business park",swimming pool,"rcc frame structure with 6"" external wall and 4"" internal wall brickwork., 2"" * 2"" vitrified tiles flooring in all rooms., marble/granite kitchen platform with stainless stell and designer glazed tiles upto  height., designer gazed tiles in toiltes and bathrooms., marble/granite frame with akelite door shutter for toilet and bathroom., telephone, t.v a/c point in living and bedroom., concealed copper wiring with adequate electric points in all rooms with door bell., internal distemper paint on wall putty finish wall and external acrylic paint., provision of power backup supply., aluminium powder coated sliding windows, with marble/granite sills., decorative entrance loby., false ceiling in living room., lifts of reputed make., luxurious  apartments., spread across 7. of land parcel., esthetically located close to the upcoming metro station at kharghar., 7 luxurious towers of 11 storeyed each., easy access to road and rail transportation., the open air lounge., location advantages:  to cst statin, to bkc, to vashi, to pune, to metro station, to nm international airport, nearby educational institutes and hospitals, mini-theatre  to metro station., today global anandam kharghar navi mumbai is a mixed bag with some positive aspects like greenery and helpful staff but also negative issues such as water quality problems construction delays and poor customer service"
cardid72975503,"balwadi government school, hiranandani foundation school, icfai business school (ibs), india institute of technology (iit) bombay, udayachal high school, neptune magnet mall, huma mall, r city mall, phoenix marketcity mall, ","club house, barbeque pit, lift, meditation area, grand entrance lobby, cricket net practice","high speed elevators., double heighted grand entrance lobby., bang on eastern express highway, mangrove vistas via full glazed windows, constructed by godrej & boyce ltd, surrounded by lush greenery, low density project, hi-tech security system, efficient natural ventilation, state-of-the-art clubhouse, on eastern express highway, bandra, strategic access to eastern & western express highways, proximity to top educational & healthcare facilities, upcoming metro lines, godrej vistas offers a slice of paradise with its modern luxurious apartments and a wide range of amenities suitable for all ages the serene gardens and strategic location add to the appeal making it a sought after place for families and individuals seeking a premium living experience there s a sense of anticipation for the full realization of the promised lifestyle"
cardid72838383,"veer bhagat singh vidyalaya, rajiv gandhi institute of technology, hypercity, croma, inorbit mall, bhag laxmi jewellers, d mart, andheri midc, nesco it park, veera desai industrial estate, choksi hospital, surana hospital & research centre, church malad west",,
cardid72993669,"sp jain institute of management research, vidyalankar classes - andheri | iit jee, mht-cet, neet, engineering, andheri railway station, versova metro station, kamdhenu, mega mall, yasin's food inn, pvr - citi mall, fun republic mall, maruti business park, apna bazar cooperative, bianca park, masjid al salaam millat nagar, lallu bhai park, lallu bhai park",,
cardid72939371,"carmel high school, carmel high school, thane municipal corporation school, r-mall, viviana mall, my dmall, soham plaza, birla sun life company","cafeteria/food court, outdoor tennis courts, banquet hall, gymnasium, indoor squash & badminton courts","floor  marble finish vitrified tiles (600mm x 1200mm) double charged, walls  acrylic emulsion paint, ceiling  putty with acrylic emulsion paint, main door with frame   fire rated door veneer finish as per cfo norms, punning/wall    gypsum plaster, skirting  75mm high skirting, floor   marble finish vitrified tiles (600mm x1200mm) double charged, punning  gypsum plaster, floor  anti-skid tiles, ceiling  exterior grade paint, railing   ss 304 and laminated, glass -  high from top  of the rcc upstand., a landmark project that boasts of lavish residences with  amenities, engaging amenities, 4. open space, sunken garden, pet park, eastern express highway , thane railway station , upcoming metro station  nearby, ghodbunder road  quick access, powai   drive, university of mumbai sub-campus (), hiranandani foundation school (), rustomjee cambridge international high school & junior college (), c.p. goenka international school (), st. xaviers english high school and junior college (), d.a.v. public new generation school (), smt. sulochanadevi singhania school (), vasant vihar high school and junior college (), dg international school (), r mall (), the walk high street (), d mart - gb road (), big centre (), korum mall (), residents feel quite impressed with the project s location spacious design and the range of amenities available the natural environment and connectivity also add to the appeal there have been instances where the service aspect did not live up to some customers expectations leading to mixed experiences"
cardid72989413,"st. pius x college, oberoi international school, neet coaching (dr. maulini's classes), ram mandir railway station, borivali railway station, borivali railway station, dmart ready, oberoi mall, nesco it park, infinity it park, sanjay gandhi national park, nirlon knowledge park, apex multispeciality hospitals, ellait hospital, ashtavinayak hospital","club house, cafeteria/food court, bar/lounge, jogging and strolling track, outdoor tennis courts, power back up, swimming pool, lift, security, park, reserved parking, service/goods lift, visitor parking, maintenance staff, bank & atm, banquet hall, gymnasium, indoor games room, aerobics room, laundry service, piped gas, rain water harvesting, water storage, indoor squash & badminton courts, multipurpose courts, meditation area, waste disposal, conference room, fire fighting equipment, cycling & jogging track, private terrace/garden, intercom facility, kids club, dth television facility, flower gardens, ro water system, air conditioned, vaastu compliant, internet/wi-fi connectivity, outdoor tennis courts","marble flooring for living room, dining room, kitchen and all bedrooms, vitrified tiles for bathroom flooring, wash basin counters, vitrified tiles dado full height for bathrooms, vitrified tiles dado 2' high above kitchen platform, kitchen platform with stainless steel sink with drain board, aluminum powder coated windows, laminated internal flush doors, quality electrical switches, video door phone, branded cp fittings, split ac/vrv (optional), modular kitchen (optional), wardrobe (optional), luxurious  homes with forest views, sprawling  green township, next to sanjay gandhi national park, excellent metro and highway connectivity, built by l&t, backed by oberoi realty, imported marble and premium fittings, lifestyle and sports amenities, 5-star hotel and mall within complex, spacious layouts with scenic sundecks, peaceful yet close to business hubs, thakur village road -, western express highway -, upcoming metro station -, borivali station -, malad station -, kandivali station -, international airport -, domestic airport -, the society offers well maintained green spaces modern amenities and spacious apartments featuring a banquet hall swimming pool park and tennis court it has excellent connectivity to highways and metro stations with nearby luxury options like the meridian hotel and upcoming sky city mall traffic congestion inconsistent electricity backup and noise from the highway along with winter disturbances detract from the overall living experience"
cardid72732099,"radhasai iit neet coaching mumbai, holy cross high school, general education academy, vidyalankar classes - chembur | iit jee, high street phoenix, food bazaar, sahakari bhandar, r.k. studio, peninsula business park, peninsula corporate park, marathon futurex, india bulls finance centre, maitri park, sandu garden","swimming pool, gymnasium, indoor games room, meditation area, mini cinema theatre, health club with steam / jaccuzi, multipurpose hall, event space & amphitheatre, guest accommodation, air conditioned, infinity swimming pool, kids splash pool, skyline view, garden view, house help accommodation, smart home, art center","vitrified tiles, cctv cameras, earthquake resistant buildings, ultra premium  with  premium amenities, eastern freeway -, chembur station -, navi mumbai -, diamond garden -, cubic mall -  club -, apollo spectra hospital -, st. gregorios high school -, kj somaiya college -, trans harbour link -, fun cinemas -, chembur gymkhana -, the meraki habitats project offers a luxurious living experience with its well designed spaces and a plethora of amenities people experienced the convenience of the location and the uniqueness of features like the picturesque swimming pool and the hanging pool which add to the appeal of the gated community the project s central location in chembur is also a significant draw for potential buyers"
cardid72999827,"somiaya vidyavihar, universal high school, ryan international school, lexicon global school dahisar east, various stations on the chembur-sant gadge maharaj monorail network, dahisar check naka, dahisar check naka, thakur mall, thakur mall, thakur mall, orchid ozone mall, star bazaar, godrej one, godrej and boyce industry estate","jogging and strolling track, barbeque pit, lift, security, reserved parking, visitor parking, indoor games room, multipurpose courts, multipurpose hall, kids play area, internet/wi-fi connectivity, cycling track, sand pit","entrance lift lobby and staircases:, granite / vitrified tile flooring, inside the apartment:, double charged vitrified tile flooring with the option to upgrade*, double charged vitrified tile flooring with an option to upgrade*, vitrified tile flooring, provision for a modular kitchen, provision for a water heater and water purifier, black granite platform with stainless steel sink, height wall tiles above the cooking granite platform., designer tiles flooring, cp fittings - jaquar / cera or equivalent, sanitary ware - porcelain fixtures of jaquar/ american standard or equivalent, hot and cold wall mixer, single wall mounted ewc, wash basin (without pedestal), one tap., provision for geyser and exhaust fan, anti-skid vitrified tile flooring, provision for washing machine and dishwasher, anti-skid rustic finish tiles of superior quality., entrance door / main door:, ghana teak wood frame with solid flush shutter with teak wood veneer, internal & other doors:, sal wood / hardwood frame with 30mm door shutters with enamel paint., balcony: powder coated aluminium sliding doors with plain glass., french doors:  upvc sliding doors of superior quality., 6 passenger lifts with a 13-person capacity - johnson / kone or equivalent, concealed conduit with copper wiring, modular switches - roma or equivalent, provision for ac points in living and master bedroom., interior walls & ceilings: acrylic emulsion paint with roller finish, exterior walls: cement-based paint-snowcem/surfacoat, kitchen / utility: washable emulsion paint, toilet walls and ceiling:  anti-fungal paint, soaring . into the skies and 66- storey high, an architectural splendour offering spacious residences, sky and podium amenities., malls thakur mall-, carnival cinemas weh -, metro mall -, inox thakur village, pvr -, growel 101 mall-, hospital & diagnostic center pulse diagnostic centre-, pinnacle multi-speciality hospital -, lifecare diagnostics-, pragati multi-speciality hospital-, karuna hospital-, educational institutions universal high school-, jbcn international school-, rustomjee cambridge school-, singapore intl. school-, narayana e-techno school-, chatrabhuj narsee school-, thakur college-, connectivity s.v road-, w.e highway-, upcoming metro-, dahisar station east -, d mart link road -, sanjay gandhi national park-, northern hills in dahisar is a standout project offering a harmonious blend of luxury living with the convenience of modern amenities and easy access to transportation a sense of appreciation for the quality construction and environment some potential concerns about the clarity of possession timelines and inclusivity"
cardid72595515,"lokhandwala foundation school, thakur college of engineering, silica mulund, mumbai- best coaching class, st marys convent high school mulund west, malad railway station, kandivali railway station, mulund railway station, panch rasta, centrium mall, jawahar talkies, big bazaar, star market, nirmal lifestyles, infinity it park, nesco it park, nirlon knowledge park, ecstasy business park, business park","club house, cafeteria/food court, jogging and strolling track, swimming pool, lift, security, park, reserved parking, visitor parking, maintenance staff, gymnasium, indoor games room, laundry service, piped gas, rain water harvesting, water storage, fingerprint access, waste disposal, mini cinema theatre, large clubhouse, 3 tier security system, grand entrance lobby, multipurpose hall, event space & amphitheatre, intercom facility, air conditioned, vaastu compliant, high ceiling, pool with temperature control, earth quake resistant, kids splash pool, ac in each room","storyed, project size, large gated community with over  trees, grand entrance with seating area, arkade the nest home of the future, located at the highest point of mulund, platinum hospitals mulund:, railway station:, express highway:, joshi surgical hospital:, international airport:, arkade nest offers well designed spacious apartments in a prime location with a focus on tranquility and luxury amenities there is a sentiment that the pricing may be on the higher side and the surrounding area could be less congested to enhance the living experience"
