id,nearest_mcp,amenities_mcp,features_mcp
cardid71180843,"lokhandwala foundation school, thakur college of engineering, silica mulund, mumbai- best coaching class, st marys convent high school mulund west, malad railway station, kandivali railway station, mulund railway station, panch rasta, centrium mall, jawahar talkies, big bazaar, star market, nirmal lifestyles, infinity it park, nesco it park, nirlon knowledge park, ecstasy business park, business park","power back up, swimming pool, lift, security, park, gymnasium, indoor squash & badminton courts, kids play area, kids splash pool, aesthetically designed landscape garden","entrance lift lobby and staircases: granite / vitrified tile flooring, inside the apartment: double charged vitrified tile flooring with the option to upgrade*, bedrooms: double charged vitrified tile flooring with an option to upgrade*, kitchen: vitrified tile flooring, provision for a modular kitchen, provision for a water heater and water purifier black granite platform with stainless steel sink, height wall tiles above the cooking granite platform., bathrooms: designer tiles flooring, cp fittings - jaquar / cera or equivalent sanitary ware - porcelain fixtures of jaquar / american standard or equivalent, hot and cold wall mixer, single wall mounted ewc, wash basin (without pedestal), one tap. provision for geyser and exhaust fan, utility: anti-skid vitrified tile flooring, provision for washing machine and dishwasher, balcony: anti-skid rustic finish tiles of superior quality., entrance door / main door: ghana teak wood frame with solid flush shutter with teak wood veneer, internal & other doors: sal wood / hardwood frame with 30mm door shutters with enamel paint., balcony: powder coated aluminium sliding doors with plain glass., french doors: upvc sliding doors of superior quality., 6 passenger lifts with a 13-person capacity - johnson / kone or equivalent, concealed conduit with copper wiring, modular switches - roma or equivalent, provision for ac points in living and master bedroom., interior walls & ceilings: acrylic emulsion paint with roller finish, exterior walls: cement-based paint-snowcem/surfacoat, kitchen / utility: washable emulsion paint, toilet walls and ceiling: anti-fungal paint, located right on lbs road, right at the base of yeoor hills, locked by greens on 2 sides with almost no noise with stunning views of the city and the hills, covered with panoramic greenery and true nature, at the heart of the city well-connected to eeh, spread across 3., 7 well-defined community zones, 3 contemporary multi-storeyed towers with a separate drop-off for each tower, a new world of comfort and modest living., luxuries of daily communion with the natural environment., well equipped with all modern amenities and  security services., sample apartment ready, located on lbs road, 3. of mixed use development, right on lbs road, of 38 storeys, 40% open spaces, 7 levels of parking, amenities, low density project, location advantages: lbs road -, nahur railway station -, mulund railway station -, eastern express highway -, mulund airoli road -, nes intl. school -, dav intl. school -, sri sri ravishankar vidya mandir -, sheth karamshi kanji english school -, gs shetty intl. school -, johnson & johnson garden -, indira gandhi sports club -, lion's sports club -, mulund gymkhana -, thane gymkhana -, d mart -, r galleria -, r-mall -, kamgar hospital -, upasani super speciality hospital -, fortis hospital -, platinum hospitals -, the project stands out for its strategic location and the thoughtful use of space in its design the range of amenities and the spacious apartments have been well received there are some reservations about the availability of open space and the absence of a sample flat for viewing"
cardid71710091,"anjumaniislam mhsaboo siddik college of engineering, regina pacis convent high school, orchids the international school, st. agnes' high school, christ church school, byculla railway station (central line), palladium mall, heera panna shopping centre, mazgaon dock shipbuilders, world trade centre, maker chambers, indiabulls finance centre, peninsula corporate park","club house, bar/lounge, power back up, swimming pool, lift, security, park, bank & atm, gymnasium, aerobics room, piped gas, rain water harvesting, fingerprint access, premium branded fittings, health club with steam / jaccuzi, located in the heart of city, large clubhouse, 3 tier security system, large open space, grand entrance lobby, multipurpose hall, solar energy, kids play area, library, fire fighting equipment, coffee lounge & restaurants, kids club, concierge services, cctv camera, pool with temperature control, earth quake resistant, skydeck, guest lobby in each floor, sea facing, ac in each room","vitrified tiles in living room / dining room, high pressure laminate wooden flooring in bedroom, anti-skid tiles in balcony/ terrace, ceramic tiles in utility area, pop punning with health acrylic emulsion paint in living room/ dining room/ bedroom, weather proof paint in balcony/ terrace, plastic emulsion paint/ oil bound distemper in living room/ dining room/ bedroom, oil bound distemper/ part box ceiling in utility area, internal door: skin door, external door: upvc/ powder coated or anodized aluminium doors, upvc/ powder coated or anodized aluminium glazing, flooring: matt finish homogeneous ceramic tiles/ vitrified tiles, walls: tiles up to  above the counter and rest health acrylic emulsion paint, ceiling: plastic emulsion paint/ oil bound distemper/ part box ceiling, skin door/ upvc/ powder coated or anodized aluminium doors, others: international style modular kitchen, granite counter top, stainless steel sink and cp fittings, walls: matt finish homogeneous ceramic tiles, doors: skin doors shutters, other: high quality chinaware, cp fittings, natural stone counter, copper electrical wiring in concealed conduits with mcb, fiber optics cable for tv, telephone and premium modular switches, optimised finished homes in mahalaxmi with grand balconies., large living spaces and bedrooms with a study in select units., full height sliding french windows to maximise natural light and ventilation., stunning views of the sea & central greens., lodha bellevue is located in the heart of mahalaxmi, south mumbai - 80% open spaces and  world-class amenities., oneindiabulls financial center - drive, peninsula corporate park - drive, palladium mall - drive, high street phoenix - drive, podar hospital - drive, wockhardt hospital - drive, chattrapati international airport -, dadar station - drive, the lodha bellevue project offers a blend of luxury and thoughtful amenities in a well connected location while they enjoy the prime positioning and the project s design some have expressed concerns about the noise levels from nearby areas and the fact that the development is still a work in progress"
cardid72520739,,,
cardid71540169,"lokhandwala foundation school, thakur college of engineering, silica mulund, mumbai- best coaching class, st marys convent high school mulund west, malad railway station, kandivali railway station, mulund railway station, panch rasta, centrium mall, jawahar talkies, big bazaar, star market, nirmal lifestyles, infinity it park, nesco it park, nirlon knowledge park, ecstasy business park, business park","club house, bar/lounge, power back up, swimming pool, lift, security, park, reserved parking, visitor parking, banquet hall, indoor games room, piped gas, rain water harvesting, water storage, multipurpose courts, conference room, large clubhouse, 3 tier security system, large open space, kids play area, library, badminton court, event space & amphitheatre, fire fighting equipment, intercom facility, ro water system, kids play pool with water slides, sewage treatment plant, earth quake resistant, aesthetically designed landscape garden, community hall, ac in each room, community entrance gate","of development (with over 50% of open space), driveway, scenic views of yogi hills, located at the golden mile, lbs marg, amenities (yoga plaza, childrens play area, amphitheatre, library & study, dance arena, pet trail & more), of clubhouse (rooftop swimming pool, gymnasium, mini theatre, badminton, squash court & more), 1.5 lac sqft of podium, location advantages:, smt. vidyaben d. gardi high school, dav international school ambedkar road, st. mary's convent high school, lifestyle stores mulund west, jnana sarita school and jr college, mulund college of commerce, r mall lal bahadur shastri rd, r galleria nahur, dr. chintamani deshmukh garden, satish pradhan dnyansadhna college, korum mall, eastern express hwy, viviana mall, on eastern express highway, majiwada bridge, runwal sanctuary offers a dream living experience with its luxurious design peaceful environment and modern amenities the property s location and the quality of the residences have received high praise about the possession timelines and sales practices that have affected the overall experience for a few"
cardid72448769,,,
cardid73183487,,,
cardid64304099,"mts khalsa high school & junior college, childrens academy, childrens academy, dum matka the biryani store, oberoi mall, eastern mall, metro mall, metro bazaar, nesco it park, mindspace malad, nirlon knowledge park, raheja federation garden, aarey bhaskar garden, s.k. patil mahanagarpalika general hospital, s.k. patil mahanagarpalika general hospital, sanjeevani hospital, veena children hospital, pushpa park, bmc poddar park","jogging and strolling track, swimming pool, lift, banquet hall, gymnasium, indoor games room, meditation area, mini cinema theatre, multipurpose hall, kids play area, library, infinity swimming pool, kids splash pool, fire sprinklers, modular kitchen","two security checkpoints, ample high-speed lifts, designated fireman's lift, sprinklers in every room, dg set backup, video door phones in all apartments, separate garbage collection & processing points, fitted kitchen, air-conditioned apartments, state-of-the-art fire detection, igbc gold certified, from infinity park, from gokuldham high school & jr. college, from gokuldham medical centre, from lifeline medicare hospital, from western express highway, from upcoming metro station, from oberoi mall, from international business park, from international airport, from nesco it park, usp:, situated in the luxurious precinct of goregaon east, 2 master bedrooms & a powder toilet, podium top amenities, amazing views of the aarey greens, the community provides excellent connectivity to amenities like shopping centers schools and hospitals with accessible public transport options it features luxury apartments gated communities and affordable rentals alongside a vibrant cultural scene and commercial zones well maintained roads and proximity to the western express highway enhance travel though traffic congestion limited parking and high rent prices pose challenges especially during peak hours and heavy rainfall"
cardid71296445,"anjumaniislam mhsaboo siddik college of engineering, regina pacis convent high school, orchids the international school, st. agnes' high school, christ church school, byculla railway station (central line), palladium mall, heera panna shopping centre, mazgaon dock shipbuilders, world trade centre, maker chambers, indiabulls finance centre, peninsula corporate park","club house, bar/lounge, power back up, swimming pool, lift, security, park, bank & atm, gymnasium, aerobics room, piped gas, rain water harvesting, fingerprint access, premium branded fittings, health club with steam / jaccuzi, located in the heart of city, large clubhouse, 3 tier security system, large open space, grand entrance lobby, multipurpose hall, solar energy, kids play area, library, fire fighting equipment, coffee lounge & restaurants, kids club, concierge services, cctv camera, pool with temperature control, earth quake resistant, skydeck, guest lobby in each floor, sea facing, ac in each room","vitrified tiles in living room / dining room, high pressure laminate wooden flooring in bedroom, anti-skid tiles in balcony/ terrace, ceramic tiles in utility area, pop punning with health acrylic emulsion paint in living room/ dining room/ bedroom, weather proof paint in balcony/ terrace, plastic emulsion paint/ oil bound distemper in living room/ dining room/ bedroom, oil bound distemper/ part box ceiling in utility area, internal door: skin door, external door: upvc/ powder coated or anodized aluminium doors, upvc/ powder coated or anodized aluminium glazing, flooring: matt finish homogeneous ceramic tiles/ vitrified tiles, walls: tiles up to  above the counter and rest health acrylic emulsion paint, ceiling: plastic emulsion paint/ oil bound distemper/ part box ceiling, skin door/ upvc/ powder coated or anodized aluminium doors, others: international style modular kitchen, granite counter top, stainless steel sink and cp fittings, walls: matt finish homogeneous ceramic tiles, doors: skin doors shutters, other: high quality chinaware, cp fittings, natural stone counter, copper electrical wiring in concealed conduits with mcb, fiber optics cable for tv, telephone and premium modular switches, optimised finished homes in mahalaxmi with grand balconies., large living spaces and bedrooms with a study in select units., full height sliding french windows to maximise natural light and ventilation., stunning views of the sea & central greens., lodha bellevue is located in the heart of mahalaxmi, south mumbai - 80% open spaces and  world-class amenities., oneindiabulls financial center - drive, peninsula corporate park - drive, palladium mall - drive, high street phoenix - drive, podar hospital - drive, wockhardt hospital - drive, chattrapati international airport -, dadar station - drive, the lodha bellevue project offers a blend of luxury and thoughtful amenities in a well connected location while they enjoy the prime positioning and the project s design some have expressed concerns about the noise levels from nearby areas and the fact that the development is still a work in progress"
cardid71293627,,,
cardid65207773,"institute for technology & management, national institute of fashion technology (nift), convent of jesus & mary high school & junior college, dav international school, the gokhale education society, pethpada metro station, raghunath metro station, sector 14, nearest- kharghar railway station, shilp chowk, little world mall, zudio, inox glomax mall kharghar, little world mall, seawoods grand central mall, reliance corporate park, cidco park sector 20, international infotech park, millennium business park","club house, cafeteria/food court, jogging and strolling track, power back up, swimming pool, lift, security, park, reserved parking, service/goods lift, visitor parking, maintenance staff, gymnasium, indoor games room, laundry service, piped gas, rain water harvesting, arts & craft studio, meditation area, waste disposal, conference room, large clubhouse, 3 tier security system, large open space, multipurpose hall, kids play area, badminton court, event space & amphitheatre, fire fighting equipment, private terrace/garden, intercom facility, kids club, dth television facility, ro water system, air conditioned, activity deck4, kids play pool with water slides, infinity swimming pool, high ceiling, earth quake resistant, concierge services","vitrified flooring in all rooms by reputed brand, kitchen platform with s.s sink, decorative laminated flush main door and internal doors with wooden frame, anodised aluminum window with premium quality glass, complete apartment with plastic paints finish, isi standard concealed copper wiring and ac points in all bedrooms, underground and overhead water tanks with adequate water storage capacity, antiskid vitrified flooring in the bathrooms, cidco tender plot, premium residences facing central park, storey tower, podium level parking, amenities on 5th floor, air conditioned luxury lobby, indulgent clubhouse & landscaped podium garden, close to pandavkada waterfall, from proposed metro railway station, superior educational & medical facilities in close proximity, drive to upcoming navi mumbai international airport, drive from mumbai-pune or mumbaigoa express highway, connected to central park, golf course, iskcon temple & heritage center, shopping malls, premium restaurants, eateries & international food chains"
cardid72391801,,,
cardid72934487,"atharva educational trust, thakur college of engineering technology, vidyalankar classes - kandivali | iit jee, malad railway station, kandivali railway station, star bazaar, growel 101 mall, raghuleela mega mall, xth central mall, growel's 101 mall, bandongri, mindspace malad, infinity it park","club house, jogging and strolling track, power back up, swimming pool, lift, security, reserved parking, visitor parking, maintenance staff, gymnasium, rain water harvesting, water storage, indoor squash & badminton courts, waste disposal, multipurpose hall, fire fighting equipment, cycling & jogging track, private terrace/garden, intercom facility, dth television facility, vaastu compliant, internet/wi-fi connectivity","a class earthquake resistant mivan formwork construction, wings a, b and c, vitrified tiles flooring in living room, kitchen and bedrooms, ceramic tile flooring in toilets, plastic paint for walls and ceilings, patented water proofing, anodized powder coated aluminium sliding windows, laminated flush doors, granite kitchen platform, stainless steel sink, ceramic tile dado, water purifier, concealed plumbing, toilet dado with designer ceramic tiles, kohler or equivalent plumbing fittings, kohler or equivalent sanitary ware, geyser in all bathrooms, concealed copper wiring in the entire flat with elcb and mcb switches in the main board, adequate points for lights, fans and tv, telephone points in the living room and bedrooms, provision for cabling for cable tv, provision for split acs, dg backup for common areas, modern, automatic lifts of reputed make, entire building painted with weatherproof external grade texture paint, connectivity kandivali, malad, infrastructure western express..., oberoi mall, evershine mall, orchids the int..., thakur village is praised for its natural surroundings peaceful atmosphere and excellent connectivity to schools hospitals and shopping centers the area features well planned infrastructure low crime rates and maintained parks it faces challenges such as poor water waste management lengthy commutes due to traffic congestion overcrowding noise pollution limited parking and high property prices"
cardid72950887,,,
cardid72750755,"lokhandwala foundation school, thakur college of engineering, silica mulund, mumbai- best coaching class, st marys convent high school mulund west, malad railway station, kandivali railway station, mulund railway station, panch rasta, centrium mall, jawahar talkies, big bazaar, star market, nirmal lifestyles, infinity it park, nesco it park, nirlon knowledge park, ecstasy business park, business park","cafeteria/food court, swimming pool, indoor games room, indoor squash & badminton courts, multipurpose courts, kids play area, library, cycling & jogging track","living/dining: vitrified tiles, master bedroom: vitrified tiles, other bedroom: vitrified tiles, kitchen: vitrified tiles, toilets: anti skid ceramic tiles, balcony: vitrified tiles, electrical: concealed copper wiring, toilets: sanitary fittings, cp fittings, kitchen: granite platform with stainless steel sink, laminated flush door, powder coated aluminium sliding window, interior: paint, distemper, exterior: paint, distemper, kitchen: ceramic tiles dado, toilets: ceramic tiles dado, all residents with private decks, private paradise with only, lobby drop off lobby, 30 % open green space, amenities curated for all ages, phase 1 club house under completion, less than  from eastern express highway, thane railway station at, mulund railway station at, nahur railway station at, proposed sonapur metra station at, just  distance to fortis hospital, just at the distance of  is billabong high school, vivian mall is situated  away, just at the distance of  is the international airport, walking distance to upcoming metro station, thane commercial region is  away, piramal revanta offers a high quality living environment with its well planned construction and engaging possession experience while the welcoming staff and the thoughtful activities during the handover left a lasting impression there are concerns about certain aspects of construction quality and information transparency that potential buyers might want to investigate further"
cardid68860471,"usha mittal institute of technology, rn podar, seth gs medical college, holy cross high school, lower parel and prabhadevi railway stations (western line), lower parel, mint colony, rare earth, kdd softy @ reliance mart, acme mall, acme mall, hi life mall, indiabulls finance centre, peninsula business park, peninsula corporate park","gymnasium, sewage treatment plant",gateway residential santacruz west mumbai by ms team offers timely delivery quality construction and a prime location near santacruz station
cardid66138677,"kv thane, trimurti english high school and junior college, rainbow international school, dr vn bedekar institute of management studies, shreerang vidyalaya, teen hath naka, thane railway station, shivaji chowk / kalwa naka, bramand metro station, korum mall, reliance smart, shoppers stop, d mart kavesar, manik smruti, cadbury junction, castle mill, court naka, castle mill, thane civil hospital, thane civil hospital",,
cardid69690513,"maheshwari vidyalaya & jr. college, ramniranjan jhunjhunwala college, vakola bridge, kolivery village bus stop, ghatkopar metro station, vidyavihar railway station, ghatkopar railway station, r city mall, dmart ready, dmart ready, dmart ready, zainab dulhan mehandi, andheri midc, kensington sez, bandra kurla complex","reserved parking, rain water harvesting, waste disposal, fire fighting equipment, sewage treatment plant","airport is just  away, well connected by roads & railways, home with panoramic balcony, located near mumbai university, courtyard santacruz east mumbai is a redevelopment project with ample open space and underground parking it is located near mumbai university and offers good connectivity to nearby amenities"
cardid72140651,"atharva educational trust, thakur college of engineering technology, vidyalankar classes - kandivali | iit jee, malad railway station, kandivali railway station, star bazaar, growel 101 mall, raghuleela mega mall, xth central mall, growel's 101 mall, bandongri, mindspace malad, infinity it park","club house, swimming pool, lift, security, reserved parking, visitor parking, piped gas, rain water harvesting, water storage, intercom facility","balcony: vitrified tiles, kitchen: vitrified tiles, living, dining: vitrified tiles, master bedroom: vitrified tiles, other bedroom: vitrified tiles, toilet: vitrified tiles, electrical: electrifications of concealed copper wiring in all the rooms with sufficient points, kitchen: kitchen with beautiful granite platform with stainless steel sink and decorative glazed tiles above the platform, powder coated aluminium sliding, jaguar with wash basin and miror, exterior: glazed tiles dado up to  height above platform, interior: glazed tiles dado up to  height above platform, kitchen: glazed tiles dado up to  height above platform, toilets: glazed tiles dado up to  height above platform, just few mins distance of western express highway, close proximity to shopping mall, school, bus station, market, next to national park and situated in the wonderfully developed thakur village in kandivali east., school college and malls nearby., thakur village features a well planned layout with wide roads green spaces and parks ensuring a peaceful environment it offers excellent connectivity proximity to shopping schools and healthcare and a strong community sense the area is safe with low crime rates and appreciating property values traffic congestion noise pollution during festivals limited parking occasional summer water scarcity and insufficient street food options are notable drawbacks"
cardid71714739,"western college of commerce & business management, sadhu vaswani international school, ryan international school, ut sanpada online & classroom coaching, sadhu vaswani international school, sanpada railway station, juinagar railway station, sanpada railway station, inorbit mall, inox-raghuleela mall, d-mart juinagar, reliance smart point, seawoods grand central mall, the affaires building, dbs business center, vashi infotech park, g-square business park, mpct hospital, dr r n patil's suraj hospital, dr. r.n.patil's suraj hospital",,sanpada is a vibrant community with excellent connectivity to mumbai modern amenities and well maintained infrastructure making it a desirable residential area it offers parks shopping centers and educational institutions traffic congestion during peak hours limited parking lack of metro connectivity and insufficient open spaces for recreation are notable drawbacks
cardid71716427,,,
cardid72844791,"hiranandani foundation school, indian institute of technology (iit), the hub mall, oberoi mall, huma mall, r city mall, kensington sez, nirlon knowledge park, vakratunda corporate park, hiranandani business park, seepz sez, h b t trauma care municipal hospital","swimming pool, vaastu compliant, cctv camera","all the amenities are designed by sussanne khan, awarded the prestigious platinum rating by igbc, crafted with simplicity & sophistication, location advantages:- commuting options: within 5 , western express highway, goregaon railway station, jogeshwari-vikhroli link road ( jvlr ), chhatrapati shivaji international airport, future connectivity:, proposed goregaon-mulund link road. it will act as a link between the western express highway and eastern freeway connecting the citys polar ends., upcoming metro station at a walking distance less than ., gokuldham colony boasts excellent accessibility to shopping hospitals and banks within  with a metro station  away the area is safe for late night outings and offers modern amenities like gyms and parks significant issues include poor road conditions lack of street lights overcrowded streets insufficient parking and traffic congestion leading to noise and air pollution along with potholes and water supply problems"
cardid62149193,"institute for technology & management, national institute of fashion technology (nift), convent of jesus & mary high school & junior college, dav international school, the gokhale education society, pethpada metro station, raghunath metro station, sector 14, nearest- kharghar railway station, shilp chowk, little world mall, zudio, inox glomax mall kharghar, little world mall, seawoods grand central mall, reliance corporate park, cidco park sector 20, international infotech park, millennium business park","club house, cafeteria/food court, swimming pool, lift, security, service/goods lift, visitor parking, maintenance staff, banquet hall, gymnasium, piped gas, rain water harvesting, water storage, waste disposal, health club with steam / jaccuzi, multipurpose hall, solar energy","double height sundecks with french windows., ledge-windows in common bedrooms., central cross ventilation in every residence ()., separate wardrobe areas in bedrooms ()., sprinkler system in every residence., fire-rated main doors., whisper-soft, destination-controlled elevators take you to your humble abode., one of the most premium elevator systems in the world to help save your time  destination-controlled transit system., antiskid/wooden finish flooring., branded high-end vitrified flooring., high-end vitrified tile flooring in kitchen., high grade granite counter tops and stainless steel sinks., washrooms with grohe/kohler/jaguar (or equivalent) cp fittings and sanitary ware, and finished in fine designer tiles., spread across, 55 storyed, 0.5 -  from upcoming metro station, largest clubhouse in navi mumbai ., 7-star lifestyle club, 45% of spaced reserved for green zones, location advantages central park, golf course, iskon temple, upcoming bkc-2, upcoming parsik tunnel : turbhe to kharghar, metro : 7 out of 11 stations in kharghar"
cardid69861447," andheri railway station, versova metro station, laxmi business park, nirlon knowledge park, nesco it park, veera desai indsutrial estate","cafeteria/food court, jogging and strolling track, power back up, swimming pool, lift, security, park, reserved parking, maintenance staff, banquet hall, gymnasium, laundry service, piped gas, rain water harvesting, water storage, fingerprint access, waste disposal, mini cinema theatre, large clubhouse, 3 tier security system, grand entrance lobby, multipurpose hall, kids play area, event space & amphitheatre, cctv camera, barbeque space, high ceiling, pool with temperature control, ac in each room","premium quality aluminium window, italian marble, premium quality wooden door, state of art stack parking zone, constant security coverage, wireless connectivity, visual monitoring, high speed elevators till rooftop, fire safety infrastructure, ev charging station, eastern express highway -, vikhroli railway station -, bkc -, godrej memorial hospital -, r city mall -, proposed metro station -"
cardid73274493,"st. pius x college, oberoi international school, neet coaching (dr. maulini's classes), ram mandir railway station, borivali railway station, borivali railway station, dmart ready, oberoi mall, nesco it park, infinity it park, sanjay gandhi national park, nirlon knowledge park, apex multispeciality hospitals, ellait hospital, ashtavinayak hospital","club house, cafeteria/food court, bar/lounge, jogging and strolling track, outdoor tennis courts, power back up, swimming pool, lift, security, park, reserved parking, service/goods lift, visitor parking, maintenance staff, bank & atm, banquet hall, gymnasium, indoor games room, aerobics room, laundry service, piped gas, rain water harvesting, water storage, indoor squash & badminton courts, multipurpose courts, meditation area, waste disposal, conference room, fire fighting equipment, cycling & jogging track, private terrace/garden, intercom facility, kids club, dth television facility, flower gardens, ro water system, air conditioned, vaastu compliant, internet/wi-fi connectivity, outdoor tennis courts","marble flooring for living room, dining room, kitchen and all bedrooms, vitrified tiles for bathroom flooring, wash basin counters, vitrified tiles dado full height for bathrooms, vitrified tiles dado 2' high above kitchen platform, kitchen platform with stainless steel sink with drain board, aluminum powder coated windows, laminated internal flush doors, quality electrical switches, video door phone, branded cp fittings, split ac/vrv (optional), modular kitchen (optional), wardrobe (optional), luxurious  homes with forest views, sprawling  green township, next to sanjay gandhi national park, excellent metro and highway connectivity, built by l&t, backed by oberoi realty, imported marble and premium fittings, lifestyle and sports amenities, 5-star hotel and mall within complex, spacious layouts with scenic sundecks, peaceful yet close to business hubs, thakur village road -, western express highway -, upcoming metro station -, borivali station -, malad station -, kandivali station -, international airport -, domestic airport -, the society offers well maintained green spaces modern amenities and spacious apartments featuring a banquet hall swimming pool park and tennis court it has excellent connectivity to highways and metro stations with nearby luxury options like the meridian hotel and upcoming sky city mall traffic congestion inconsistent electricity backup and noise from the highway along with winter disturbances detract from the overall living experience"
cardid69623271,"sp jain institute of management research, vidyalankar classes - andheri | iit jee, mht-cet, neet, engineering, andheri railway station, versova metro station, kamdhenu, mega mall, yasin's food inn, pvr - citi mall, fun republic mall, maruti business park, apna bazar cooperative, bianca park, masjid al salaam millat nagar, lallu bhai park, lallu bhai park",,"living/dining : vitrified tiles, master bedroom : vitrified tiles, vitrified tiles in common bedroom, children bedroom and kitchen, electrical, concealed copper wiring, branded cp fitting, granite platform with stainless steel sink, wall & ceiling, interior: acrylic emulsion paint, exterior: gypsum finish, kitchen: ceramic tiles dado, 5 podiums + 16 habitable floors, green boulevards with lush tree trail, luxury residences with jodi options, magnificent grand entrance lobby, sky lounge with sit-outs, premium podium car parking, versova metro station -, seven bunglows -, versova beach -, kokilaben hospital -, karmveer sports complex -, model town garden -, kamdhenu supermarket -, lokhandwala -, platinum grandeur andheri west mumbai is a commercial high rise building with a mix of film production houses and corporate offices the building offers good security and houses popular entertainment related companies"
cardid72709497,"maharashtra national law university, national institute of industrial engineering, ibs business school, gopal sharma memorial school, hiranandani foundation school, kanjurmarg railway station, dmart ready, empire plaza, galleria mall, galleria shopping mall, haiko mall, atl corporate park, powai supreme business park, deer park, m.c.g. nirvana park",,powai offers a serene environment with beautiful lake views excellent connectivity and well maintained infrastructure it features top hospitals schools shopping options and a secure atmosphere high traffic congestion pollution and cleanliness issues detract from its appeal the cost of living and real estate prices are also high making it less affordable for many residents
cardid72776405,"mts khalsa high school & junior college, childrens academy, childrens academy, dum matka the biryani store, oberoi mall, eastern mall, metro mall, metro bazaar, nesco it park, mindspace malad, nirlon knowledge park, raheja federation garden, aarey bhaskar garden, s.k. patil mahanagarpalika general hospital, s.k. patil mahanagarpalika general hospital, sanjeevani hospital, veena children hospital, pushpa park, bmc poddar park","power back up, swimming pool, lift, reserved parking, gymnasium, indoor games room, rain water harvesting, premium branded fittings, waste disposal, fire fighting equipment, intercom facility, flower gardens, cctv camera","solid r.c.c. frame structure, multi levels car parking, garbage chute, society office, double height entrance lobby, high speed elevators with power backup, cctv surveillance in common lobby areas, decorative main door with quality fings & safety lock, intercom system in living room, tv unit with 32 inch television in living room, sofa cum bed in living room, dining table with chairs, aluminum sliding windows, vitrifed flooring, fan, tube lights and curtains in living and bedroom, designer flush doors in all bedrooms, queen size bed with storage and mattress in bedroom, wardrobe in bedroom, tv unit with 24 inch television in bedroom, air condioner in master bedroom, premium quality electrical switches, granite kitchen platform with ss sink, modular kitchen with overhead storage, designer dado tiles up to lintal level, aluminum sliding windows with exhaust fan, vitrifed flooring, tube light and fan, fridge and washing machine, concealed plumbing with exclusive fings & fixtures, instant geyser in master toilet, aluminum venlator with exhaust fan, connectivity: kandivali, malad, goregaon, infrastructure: oberoi mall, western express..., lifeline multis..., 15 minview more, neighborhood: kandiwali west, malad west, goregaon west, 20 minview more, usp: fully furnished apartments with home appliances, located off western express highway, premium lifestyle amenities, fully furnished, smartly designed apartment spread across 40 floors, project adjacent to the upcoming metro station, convenient multi-level car parking within the project., well-designed modular kitchen with adequate storage, over 20 modern amenities, including a digital play area for kids, projects has guest accommodation flats, reviewers highlight sethia imperial avenue in malad east kandivali east mumbai as a relatively new project possession mid 2021 with strong location advantages including walking distance to akurli metro station good connectivity via western express highway and upcoming road to kandivali station amenities such as a swimming pool on the 1st floor gym game room kids park jogging track and furnished flats fridge washing machine tvs ac geyser appeal to small families or bachelors with prices from rs 62 lac to rs 1 45 cr in a 40 storey tower across  with 260 451 units serious issues include poor construction quality with cracks and leakages soon after possession high maintenance fees despite poor service limited parking for 25 cars constant traffic noise and drainage smells from highway proximity small compact flats unsuitable for large families ongoing construction dust without gas pipeline and unprofessional staff"
cardid73130395,"south indian welfare society school, vidyalankar institute of technology, dadar railway station (central and western lines), wadala bridge, sahakari bhandar, highstreet phoenix, cubic mall, nakshatra mall, indiabulls finance centre, one international centre, peninsula corporate park, mazgaon garden","lift, security, reserved parking, visitor parking, maintenance staff, laundry service, water storage, fire fighting equipment, dth television facility",
cardid71627795,"anjumaniislam mhsaboo siddik college of engineering, regina pacis convent high school, orchids the international school, st. agnes' high school, christ church school, byculla railway station (central line), palladium mall, heera panna shopping centre, mazgaon dock shipbuilders, world trade centre, maker chambers, indiabulls finance centre, peninsula corporate park","club house, jogging and strolling track, power back up, swimming pool, lift, security, park, reserved parking, service/goods lift, visitor parking, gymnasium, indoor games room, piped gas, rain water harvesting, indoor squash & badminton courts, multipurpose courts, meditation area, premium branded fittings, waste disposal, located in the heart of city, large open space, grand entrance lobby, multipurpose hall, kids play area, library, event space & amphitheatre, fire fighting equipment, coffee lounge & restaurants, cycling & jogging track, private terrace/garden, intercom facility, flower gardens, kids play pool with water slides, barbeque space, cricket net practice, high ceiling, earth quake resistant, skydeck, kids splash pool, sea facing","living/dining-imported marble, master bedroom-laminated wooden flooring, other bedroom-imported marble, fitting electrical-concealed copper wiring, toilets-cp fittings, kitchen-granite platform with stainless steel sink, wall & ceiling interior-putty on walls, exterior-acrylic paint, kitchen- ceramic tiles dado, panoramic views  of rani baug, the eastern harbour and the cityscape, premium amenities and facilities spread over 1 lac sq (9, 290 sq.mt) area, arav - tallest tower of byculla is now ready-to-move-in, avyan tower delivered, lower parel business district, nariman point business district, st. mary's school, aditya birla world academy, itc grand central, the st. regis mumbai, royal western india turf club, the willingdon sports club, masina hospital, wockhardt hospital, mumbai domestic airport, mumbai international airport, atal bihari vajpayee sewri-nhava sheva atal setu (mthl), reviewers praise piramal aranya for its impressive tower size ample space and comprehensive amenities including a garden gym cricket and football areas and views of the arabian sea the project s luxurious and ambitious development in byculla is also favorably mentioned"
